Alteration	HCT116_LARGE_INTESTINE	HT29_LARGE_INTESTINE	HCT15_LARGE_INTESTINE	KM12_LARGE_INTESTINE	CCK81_LARGE_INTESTINE	HS698T_LARGE_INTESTINE	LS513_LARGE_INTESTINE	SW837_LARGE_INTESTINE	RCM1_LARGE_INTESTINE	HCC56_LARGE_INTESTINE	NCIH716_LARGE_INTESTINE	HS675T_LARGE_INTESTINE	COLO320_LARGE_INTESTINE	CL11_LARGE_INTESTINE	COLO678_LARGE_INTESTINE	CL34_LARGE_INTESTINE	SW1116_LARGE_INTESTINE	SNU1197_LARGE_INTESTINE	LS123_LARGE_INTESTINE	SW403_LARGE_INTESTINE	LS1034_LARGE_INTESTINE	SW1417_LARGE_INTESTINE	SW948_LARGE_INTESTINE	NCIH747_LARGE_INTESTINE	SKCO1_LARGE_INTESTINE	LS180_LARGE_INTESTINE	NCIH508_LARGE_INTESTINE	LS411N_LARGE_INTESTINE	LOVO_LARGE_INTESTINE	SW620_LARGE_INTESTINE	DLD1_LARGE_INTESTINE	SW1463_LARGE_INTESTINE	T84_LARGE_INTESTINE	SW480_LARGE_INTESTINE	COLO205_LARGE_INTESTINE	C2BBE1_LARGE_INTESTINE	SNUC1_LARGE_INTESTINE	SNUC2A_LARGE_INTESTINE	RKO_LARGE_INTESTINE	HRT18_LARGE_INTESTINE	GP2D_LARGE_INTESTINE	SW48_LARGE_INTESTINE	OUMS23_LARGE_INTESTINE	SNU503_LARGE_INTESTINE	SNU175_LARGE_INTESTINE	SNU81_LARGE_INTESTINE	SNU407_LARGE_INTESTINE	CW2_LARGE_INTESTINE	SNUC4_LARGE_INTESTINE	SNU283_LARGE_INTESTINE	SNUC5_LARGE_INTESTINE	SNU61_LARGE_INTESTINE	SNU1040_LARGE_INTESTINE	HT55_LARGE_INTESTINE	MDST8_LARGE_INTESTINE	HT115_LARGE_INTESTINE	CL14_LARGE_INTESTINE	CL40_LARGE_INTESTINE
SYNPO2L	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	-1	0	0	0	2	1	-1	-1	0	0	0	0	0	1	0	0	0	-1	0	0	0	0
AGAP5	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	-1	0	0	0	2	1	-1	-1	0	0	0	0	0	1	0	0	0	-1	0	0	0	0
BMS1P4	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	-1	0	0	0	2	1	-1	-1	0	0	0	0	0	1	0	0	0	-1	0	0	0	0
SEC24C	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	-1	0	0	0	2	1	-1	-1	0	0	0	0	0	1	0	0	0	-1	0	0	0	0
FUT11	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	-1	0	0	0	2	1	-1	-1	0	0	0	0	0	1	0	0	0	-1	0	0	0	0
CHCHD1	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	-1	0	0	0	2	1	-1	-1	0	0	0	0	0	1	0	0	0	-1	0	0	0	0
KIAA0913	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	-1	0	0	0	2	1	1	-1	0	0	0	0	0	1	0	0	0	-1	0	0	0	0
LOC100507331	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	-1	0	0	0	2	1	2	-1	0	0	0	0	0	1	0	0	0	-1	0	0	0	0
NDST2	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	-1	0	0	0	2	1	2	-1	0	0	0	0	0	1	0	0	0	-1	0	0	0	0
CAMK2G	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	-1	0	0	0	2	1	1	-1	0	0	0	0	0	1	0	0	0	-1	0	0	0	0
C10orf55	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	-1	0	0	0	2	1	0	-1	0	0	0	0	0	1	0	0	0	-1	0	0	0	0
PLAU	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	-1	0	0	0	2	1	0	-1	0	0	0	0	0	1	0	0	0	-1	0	0	0	0
VCL	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	-1	0	0	0	2	1	0	-1	0	0	0	0	0	1	0	0	0	-1	0	0	0	0
AP3M1	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	-1	0	0	0	2	1	0	-1	0	0	0	0	0	1	0	0	0	-1	0	0	0	0
ADK	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	-1	0	0	0	2	1	0	-1	0	0	0	0	0	1	0	0	0	-1	0	0	0	0
KAT6B	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	-1	0	0	0	2	1	0	-1	0	0	0	0	0	1	0	0	0	-1	0	0	0	0
DUPD1	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	-1	0	0	0	2	1	0	-1	0	0	0	0	0	1	0	0	0	-1	0	0	0	0
DUSP13	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	-1	0	0	0	2	1	0	-1	0	0	0	0	0	1	0	0	0	-1	0	0	0	0
SAMD8	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	-1	0	0	0	2	1	0	-1	0	0	0	0	0	1	0	0	0	-1	0	0	0	0
COMTD1	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	-1	0	0	0	2	1	0	-1	0	0	0	0	0	1	0	0	0	-1	0	0	0	0
VDAC2	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	-1	0	0	0	2	1	0	-1	0	0	0	0	0	1	0	0	0	-1	0	0	0	0
ZNF503-AS1	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	-1	0	0	0	2	1	0	-1	0	0	0	0	0	1	0	0	0	-1	0	-2	0	0
ZNF503	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	-1	0	0	0	2	1	0	-1	0	0	0	0	0	1	0	0	0	-1	0	-2	0	0
ZNF503-AS2	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	-1	0	0	0	2	1	0	-1	0	0	0	0	0	1	0	0	0	-1	0	-2	0	0
hsa-mir-606	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	-2	0	-2	0	2	1	0	-1	0	0	0	0	0	1	0	0	0	-1	0	0	-1	0
C10orf11	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	-2	1	0	-1	0	0	0	0	-1	0	0	0	2	1	0	-1	0	0	0	0	0	1	0	0	0	-1	0	0	0	0
KCNMA1	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	-2	1	0	-1	0	0	0	1	-1	0	0	0	2	1	0	-1	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
DLG5	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	1	0	-1	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
LOC100128292	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	1	0	-1	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
POLR3A	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	1	0	-1	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
RPS24	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	1	0	-1	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
LOC100132987	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	1	0	-1	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
LOC283050	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	1	0	-1	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
ZMIZ1	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	1	0	-1	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
PPIF	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	1	0	-1	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
ZCCHC24	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	1	0	-1	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
EIF5AL1	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	2	0	1	0	1	0	-1	0	0	0	1	-1	0	0	1	2	1	0	-1	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
SFTPA2	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	1	1	0	0	0	-1	0	0	2	0	1	0	1	0	-1	0	0	0	1	-1	0	0	1	2	1	0	-1	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
SFTPA1	0	0	0	0	0	2	0	1	-1	1	-1	0	0	0	1	1	0	1	1	0	0	0	-1	0	0	2	0	1	0	1	0	-1	0	0	0	1	-1	0	0	1	2	1	0	-1	0	-2	0	0	0	1	-2	1	0	-1	0	0	1	0
LOC650623	0	0	0	0	0	2	0	1	-1	1	-1	0	0	0	1	1	0	1	1	0	0	0	-1	0	1	0	0	1	0	1	0	-1	0	0	0	1	-1	0	-2	1	0	1	0	-1	0	-2	0	0	0	0	-2	1	0	-1	0	0	1	0
LOC642361	0	0	0	0	0	0	0	-1	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	-1	-1	0	0	1	0	1	0	-1	0	0	0	0	-1	0	-2	0	0	1	0	-1	0	0	0	0	0	0	0	1	0	-1	0	0	0	0
LOC100288974	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	-1	0	0	1	0	1	0	-1	0	0	0	0	-1	0	0	0	0	1	0	-1	0	0	0	0	0	0	0	1	0	-1	0	0	0	0
MBL1P	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	-1	0	0	1	0	1	0	-1	0	0	0	0	-1	0	0	0	0	1	0	-1	0	0	0	0	0	0	0	1	0	-1	0	0	0	0
SFTPD	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	-1	0	0	1	0	1	0	-1	0	0	0	0	-1	0	0	0	0	1	0	-1	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
LOC219347	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	-1	0	0	1	0	1	0	-1	0	0	0	0	-1	0	0	0	0	1	0	-1	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
FAM213A	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	-1	0	0	1	0	1	0	-1	0	0	0	0	-1	0	0	0	0	1	0	-1	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
PLAC9	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	-1	0	0	1	0	1	0	-1	0	0	0	0	-1	0	0	0	0	1	0	-1	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
ANXA11	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	-1	0	0	1	0	1	0	-1	0	0	0	0	-1	0	0	0	0	1	0	-1	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
LOC439990	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	-1	0	0	1	0	1	0	-1	0	0	0	0	-1	0	0	0	0	1	0	-1	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
MAT1A	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	-1	0	0	0	0	1	0	-1	0	0	0	0	0	1	0	1	0	-1	-1	0	0	0
DYDC1	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	-1	0	0	0	0	1	0	-1	0	0	0	0	0	1	0	1	0	-1	-1	0	0	0
DYDC2	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	-1	0	0	0	0	1	0	-1	0	0	0	0	0	1	0	1	0	-1	-1	0	0	0
C10orf58	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	-1	0	0	0	0	1	0	-1	0	0	0	0	0	1	0	1	0	-1	-1	0	0	0
TSPAN14	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	-1	0	0	0	0	1	0	-1	0	0	0	0	0	1	0	1	0	-1	-1	0	0	0
SH2D4B	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	-1	0	0	0	0	1	0	-1	0	0	0	0	0	1	0	1	0	-1	-1	0	0	0
NRG3	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	-1	0	0	0	-1	0	-1	0	0	1	0	1	0	-1	0	0	0	0	-1	0	0	0	0	1	0	-1	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
GHITM	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	-1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
C10orf99	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	-1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
CDHR1	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	-1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
LRIT1	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	-1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
LRIT2	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	-1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
RGR	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	-1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
LOC170425	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	-1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
FAM190B	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	-1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
LOC100507470	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	-1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	-1	0	0	0	0	0	-2	0	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
GRID1	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	-1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	-1	0	0	0	0	0	-2	0	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
MIR346	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	-1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	-1	0	0	0	0	0	-2	0	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
hsa-mir-346	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	-1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	-1	0	0	0	0	0	-2	0	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
WAPAL	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	-1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	-1	0	0	0	0	0	-2	0	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
LDB3	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	-1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	-1	0	0	0	0	0	-2	0	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
OPN4	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	-1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	-1	0	0	0	0	0	-2	0	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
BMPR1A	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	-1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	-1	0	0	0	0	0	-2	0	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
MMRN2	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	-1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	-1	0	0	0	0	0	-2	0	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
SNCG	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	-1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	-1	0	0	0	0	0	-2	0	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
AGAP11	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	-1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	-1	0	0	0	0	0	-2	0	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
C10orf116	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	-1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	-1	0	0	0	0	0	-2	0	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
FAM25A	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	-1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	-1	0	0	0	0	0	-2	0	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
GLUD1	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	-1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	-1	0	0	0	0	0	-2	0	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
FAM35A	0	0	2	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	-1	0	0	0	-1	0	0	0	1	1	0	1	0	-1	0	0	0	0	-1	0	0	0	0	0	-2	0	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
FAM22A	0	0	2	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	-1	0	0	0	-1	0	0	0	-1	1	0	1	0	-1	0	0	0	0	-1	0	0	0	0	0	-1	0	0	0	0	0	-2	1	0	1	0	-1	0	0	0	0
LOC728190	0	0	2	0	0	-2	0	-1	1	1	-1	0	0	0	1	1	0	-1	-1	0	0	1	-1	0	1	-2	-1	1	0	-1	0	-1	0	-1	0	0	-1	0	0	0	0	0	-1	0	0	0	0	0	-2	1	0	1	0	-1	0	0	0	0
LOC439994	0	0	0	0	0	-2	0	-1	-1	1	-1	0	0	0	1	1	0	-1	-1	0	0	1	-1	0	1	-2	-1	1	0	-2	0	-1	0	-1	0	0	-1	0	0	0	0	0	-1	0	0	0	0	0	-2	1	0	1	0	-1	0	0	0	0
FAM22D	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	-1	0	0	0	-1	0	0	0	-1	1	0	-1	0	-1	0	0	0	0	-1	0	0	0	0	0	-2	0	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
LOC728218	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	-1	0	0	0	-1	0	0	0	-1	1	0	1	0	-1	0	0	0	0	-1	0	0	0	0	0	-2	0	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
MINPP1	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	-1	0	0	0	-1	0	0	0	-1	1	0	1	0	-1	0	0	0	0	-1	0	0	0	0	0	-2	0	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
MIR4678	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	-1	0	0	0	-1	0	0	0	-1	1	0	1	0	-1	0	0	0	0	-1	0	0	0	0	0	-2	0	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
PAPSS2	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	-1	0	0	0	-1	0	0	0	-1	1	0	1	0	-1	0	0	0	0	-1	0	0	0	0	0	-2	0	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
ATAD1	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	-1	0	0	0	-1	0	0	0	-1	1	0	1	0	-1	0	0	0	0	-1	0	0	0	0	0	-2	0	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
CFL1P1	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	-1	0	0	0	-1	0	0	0	-1	1	0	1	0	-1	0	0	0	0	-1	0	0	0	0	0	-2	0	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
KLLN	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	-1	0	0	0	-1	0	0	0	-1	1	0	1	0	-1	0	0	0	0	-1	0	0	0	0	0	-2	0	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
PTEN	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	-1	0	0	0	-1	0	0	0	-1	1	0	1	0	-1	0	0	0	0	-1	0	0	0	0	0	-2	0	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
RNLS	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	-1	0	0	0	-1	0	0	0	-1	1	0	1	0	-1	0	0	0	0	-1	0	0	0	0	0	-2	0	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
LIPJ	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	-1	0	0	0	-1	0	0	0	-1	1	0	1	0	-1	0	0	0	0	-1	0	0	0	0	0	-2	0	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
LIPF	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	-1	0	0	0	-1	0	0	0	-1	1	0	1	0	-1	0	0	0	0	-1	0	0	0	0	0	-2	0	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
LIPK	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	-1	0	0	0	-1	0	0	0	-1	1	0	1	0	-1	0	0	0	0	-1	0	0	0	0	0	-2	0	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
LIPN	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	-1	0	0	0	-1	0	0	0	-1	1	0	1	0	-1	0	0	0	0	-1	0	0	0	0	0	-2	0	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
LIPM	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	-1	0	0	0	-1	0	0	0	-1	1	0	1	0	-1	0	0	0	0	-1	0	0	0	0	0	-2	0	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
ANKRD22	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	-1	0	0	0	-1	0	0	0	-1	1	0	1	0	-1	0	0	0	0	-1	0	0	0	0	0	-2	0	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
STAMBPL1	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	-1	0	0	0	-1	0	0	0	-1	1	0	1	0	-1	0	0	0	0	-1	0	0	0	0	0	-2	0	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
