Alteration	HCT116_LARGE_INTESTINE	HT29_LARGE_INTESTINE	HCT15_LARGE_INTESTINE	KM12_LARGE_INTESTINE	CCK81_LARGE_INTESTINE	HS698T_LARGE_INTESTINE	LS513_LARGE_INTESTINE	SW837_LARGE_INTESTINE	RCM1_LARGE_INTESTINE	HCC56_LARGE_INTESTINE	NCIH716_LARGE_INTESTINE	HS675T_LARGE_INTESTINE	COLO320_LARGE_INTESTINE	CL11_LARGE_INTESTINE	COLO678_LARGE_INTESTINE	CL34_LARGE_INTESTINE	SW1116_LARGE_INTESTINE	SNU1197_LARGE_INTESTINE	LS123_LARGE_INTESTINE	SW403_LARGE_INTESTINE	LS1034_LARGE_INTESTINE	SW1417_LARGE_INTESTINE	SW948_LARGE_INTESTINE	NCIH747_LARGE_INTESTINE	SKCO1_LARGE_INTESTINE	LS180_LARGE_INTESTINE	NCIH508_LARGE_INTESTINE	LS411N_LARGE_INTESTINE	LOVO_LARGE_INTESTINE	SW620_LARGE_INTESTINE	DLD1_LARGE_INTESTINE	SW1463_LARGE_INTESTINE	T84_LARGE_INTESTINE	SW480_LARGE_INTESTINE	COLO205_LARGE_INTESTINE	C2BBE1_LARGE_INTESTINE	SNUC1_LARGE_INTESTINE	SNUC2A_LARGE_INTESTINE	RKO_LARGE_INTESTINE	HRT18_LARGE_INTESTINE	GP2D_LARGE_INTESTINE	SW48_LARGE_INTESTINE	OUMS23_LARGE_INTESTINE	SNU503_LARGE_INTESTINE	SNU175_LARGE_INTESTINE	SNU81_LARGE_INTESTINE	SNU407_LARGE_INTESTINE	CW2_LARGE_INTESTINE	SNUC4_LARGE_INTESTINE	SNU283_LARGE_INTESTINE	SNUC5_LARGE_INTESTINE	SNU61_LARGE_INTESTINE	SNU1040_LARGE_INTESTINE	HT55_LARGE_INTESTINE	MDST8_LARGE_INTESTINE	HT115_LARGE_INTESTINE	CL14_LARGE_INTESTINE	CL40_LARGE_INTESTINE
FAM13C	0	1	0	0	0	0	0	0	-1	1	0	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	-1	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	0	-1	-1	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
SLC16A9	0	1	0	0	0	0	0	0	-1	1	0	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	-1	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	0	-1	-1	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
M1	0	1	0	0	0	0	0	0	-1	1	0	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	-1	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	0	-1	-1	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
CCDC6	0	1	0	0	0	0	0	0	-1	1	0	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	-1	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	0	-1	-1	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
C10orf40	0	1	0	0	0	0	0	0	-1	1	0	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	-1	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	0	-1	-1	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
ANK3	0	1	0	0	0	0	0	0	-1	1	0	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	-1	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	0	-1	-1	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
CDK1	0	1	0	0	0	0	0	0	-1	1	0	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	-1	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	0	-1	-1	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
RHOBTB1	0	1	0	0	0	0	0	0	-1	1	0	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	-1	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	0	-1	-1	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
TMEM26	0	0	0	0	0	0	0	0	-1	1	0	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	-1	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	0	-1	-1	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
C10orf107	0	0	0	0	0	0	0	0	-1	1	0	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	-1	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	0	-1	-1	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
ARID5B	0	0	0	0	0	0	0	0	-1	1	0	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	-1	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	0	-1	-1	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
RTKN2	0	0	0	0	0	0	0	0	-1	1	0	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	-1	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	0	-1	-1	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
ZNF365	0	0	0	0	0	0	0	0	-1	1	0	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	-1	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	0	-1	-1	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
ADO	0	0	0	0	0	0	0	0	-1	1	0	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	-1	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	0	-1	-1	0	0	0	0	0	-1	0	1	0	-1	0	0	0	0
EGR2	0	0	0	0	0	0	0	0	-1	1	0	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	-1	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	0	-1	-1	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
NRBF2	0	0	0	0	0	0	0	0	-1	1	0	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	-1	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	0	-1	-1	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
JMJD1C	0	0	0	0	0	0	0	0	-1	1	0	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	-1	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	0	-1	-1	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
MIR1296	0	0	0	0	0	0	0	0	-1	1	0	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	-1	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	0	-1	-1	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
hsa-mir-1296	0	0	0	0	0	0	0	0	-1	1	0	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	-1	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	0	-1	-1	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
LOC84989	0	0	0	0	0	0	0	0	-1	1	0	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	-1	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	0	-1	-1	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
REEP3	0	0	0	0	0	0	0	0	-1	1	0	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	-1	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	0	-1	-1	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
ANXA2P3	0	0	0	0	0	0	0	0	-1	1	0	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	1	-1	-1	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
CTNNA3	0	0	0	0	0	0	0	-1	-1	1	0	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	1	0	-1	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
LRRTM3	0	0	0	0	0	0	0	0	-1	1	0	0	0	0	1	1	-1	-1	1	0	0	0	-1	0	0	0	1	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	1	0	-1	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
DNAJC12	0	0	0	0	0	0	0	0	-1	1	0	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	1	-1	-1	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
SIRT1	0	0	0	0	0	0	0	0	-1	1	0	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	1	-1	-1	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
HERC4	0	0	0	0	0	0	0	0	-1	1	0	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	1	-1	-1	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
MYPN	0	0	0	0	0	0	0	0	-1	1	0	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	1	-1	-1	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
ATOH7	0	0	0	0	0	0	0	0	-1	1	0	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	1	-1	-1	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
HNRNPH3	0	0	0	0	0	0	0	0	-1	1	0	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	1	-1	-1	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
PBLD	0	0	0	0	0	0	0	0	-1	1	0	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	1	-1	-1	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
RUFY2	0	0	0	0	0	0	0	0	-1	1	0	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	1	-1	-1	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
DNA2	0	0	0	0	0	0	0	0	-1	1	0	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	1	-1	-1	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
SLC25A16	0	0	0	0	0	0	0	0	-1	1	0	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	1	-1	-1	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
TET1	0	0	0	0	0	0	0	0	-1	1	0	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	1	-1	-1	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
CCAR1	0	0	0	0	0	0	0	0	-1	1	0	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	1	-1	-1	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
SNORD98	0	0	0	0	0	0	0	0	-1	1	0	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	1	-1	-1	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
hsa-mir-1254	0	0	0	0	0	0	0	0	-1	1	0	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	1	-1	-1	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
STOX1	0	0	0	0	0	0	0	0	-1	1	0	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	1	-1	-1	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
DDX50	0	0	0	0	0	0	0	0	-1	1	0	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	1	-1	-1	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
DDX21	0	0	0	0	0	0	0	0	-1	1	0	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	1	-1	-1	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
KIAA1279	0	0	0	0	0	0	0	0	-1	1	0	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	1	-1	-1	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
SRGN	0	0	0	0	0	0	0	0	-1	1	0	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	1	-1	-1	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
VPS26A	0	0	0	0	0	0	0	0	-1	1	0	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	1	-1	-1	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
SUPV3L1	0	0	0	0	0	0	0	0	-1	1	0	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	1	-1	-1	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
HKDC1	0	0	0	0	0	0	0	0	-1	1	0	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	1	-1	-1	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
HK1	0	0	0	0	0	0	0	0	-1	1	0	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	1	-1	-1	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
TACR2	0	0	0	0	0	0	0	0	-1	1	0	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	1	-1	-1	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
TSPAN15	0	0	0	0	0	0	0	0	-1	1	0	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	1	-1	-1	0	0	0	0	0	1	0	1	0	-1	0	0	0	0
NEUROG3	0	0	0	0	0	0	0	0	-1	1	0	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	1	-1	-1	0	0	0	0	0	1	0	0	0	-1	0	0	0	0
C10orf35	0	0	0	0	0	0	0	0	-1	1	0	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	1	-1	-1	0	0	0	0	0	1	0	0	0	-1	0	0	0	0
COL13A1	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	1	-1	-1	0	0	0	0	0	1	0	0	0	-1	0	0	0	0
H2AFY2	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	1	-1	-1	0	0	0	0	0	1	0	0	0	-1	0	0	0	0
AIFM2	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	1	-1	-1	0	0	0	0	0	1	0	0	0	-1	0	0	0	0
SAR1A	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	1	-1	-1	0	0	0	0	0	1	0	0	0	-1	0	0	0	0
TYSND1	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	1	-1	-1	0	0	0	0	0	1	0	0	0	-1	0	0	0	0
PPA1	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	1	-1	-1	0	0	0	0	0	1	0	0	0	-1	0	0	0	0
NPFFR1	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	1	-1	-1	0	0	0	0	0	1	0	0	0	-1	0	0	0	0
LRRC20	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	1	-1	-1	0	0	0	0	0	1	0	0	0	-1	0	0	0	0
EIF4EBP2	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	1	-1	-1	0	0	0	0	0	1	0	0	0	-1	0	0	0	0
NODAL	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	1	-1	-1	0	0	0	0	0	1	0	0	0	-1	0	0	0	0
KIAA1274	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	1	-1	-1	0	0	0	0	0	1	0	0	0	-1	0	0	0	0
PRF1	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	1	-1	-1	0	0	0	0	0	1	0	0	0	-1	0	0	0	0
ADAMTS14	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	1	-1	-1	0	0	0	0	0	1	0	0	0	-1	0	0	0	0
C10orf27	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	1	-1	-1	0	0	0	0	0	1	0	0	0	-1	0	0	0	0
PCBD1	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	1	-1	-1	0	0	0	0	0	1	0	0	0	-1	0	0	0	0
SGPL1	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	1	-1	-1	0	0	0	0	0	1	0	0	0	-1	0	0	0	0
UNC5B	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	1	-1	-1	0	0	0	0	0	1	0	0	0	-1	0	0	0	0
LOC728978	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	1	-1	-1	0	0	0	0	0	1	0	0	0	-1	0	0	0	0
SLC29A3	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	1	-1	-1	0	0	0	0	0	1	0	0	0	-1	0	0	0	0
CDH23	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	1	-1	-1	0	0	0	0	0	1	0	0	0	-1	0	0	0	0
C10orf105	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	1	-1	-1	-2	0	0	0	0	1	0	0	0	-1	0	0	0	0
C10orf54	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	1	-1	-1	0	0	0	0	0	1	0	0	0	-1	0	0	0	0
PSAP	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	1	-1	-1	0	0	0	0	0	1	0	0	0	-1	0	0	0	0
CHST3	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	1	-1	-1	0	0	0	0	0	1	0	0	0	-1	0	0	0	0
SPOCK2	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	1	-1	-1	0	0	0	0	0	1	0	0	0	-1	0	0	0	0
ASCC1	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	1	-1	-1	0	0	0	0	0	1	0	0	0	-1	0	0	0	0
ANAPC16	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	1	-1	-1	0	0	0	0	0	1	0	0	0	-1	0	0	0	0
DDIT4	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	1	-1	-1	0	0	0	0	0	1	0	0	0	-1	0	0	0	0
DNAJB12	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	1	-1	-1	0	0	0	0	0	1	0	0	0	-1	0	0	0	0
MIR1256	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	1	-1	-1	0	0	0	0	0	1	0	0	0	-1	0	0	0	0
MICU1	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	1	-1	-1	0	0	0	0	0	1	0	0	0	-1	0	0	0	0
MCU	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	1	-1	-1	0	0	0	0	0	1	0	0	0	-1	0	0	0	0
MIR4676	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	1	-1	-1	0	0	0	0	0	1	0	0	0	-1	0	0	0	0
OIT3	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	1	-1	-1	0	0	0	0	0	1	0	0	0	-1	0	0	0	0
PLA2G12B	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	1	-1	-1	0	0	0	0	0	1	0	0	0	-1	0	0	0	0
P4HA1	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	1	-1	-1	0	0	0	0	0	1	0	0	0	-1	0	0	0	0
NUDT13	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	1	-1	-1	0	0	0	0	0	1	0	0	0	-1	0	0	0	0
ECD	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	1	-1	-1	0	0	0	0	0	1	0	0	0	-1	0	0	0	0
FAM149B1	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	1	-1	-1	0	0	0	0	0	1	0	0	0	-1	0	0	0	0
C10orf103	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	1	-1	-1	0	0	0	0	0	1	0	0	0	-1	0	0	0	0
DNAJC9	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	1	-1	-1	0	0	0	0	0	1	0	0	0	-1	0	0	0	0
MRPS16	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	1	-1	-1	0	0	0	0	0	1	0	0	0	-1	0	0	0	0
TTC18	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	1	-1	-1	0	0	0	0	0	1	0	0	0	-1	0	0	0	0
ANXA7	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	1	-1	-1	0	0	0	0	0	1	0	0	0	-1	0	0	0	0
ZMYND17	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	1	-1	-1	0	0	0	0	0	1	0	0	0	-1	0	0	0	0
PPP3CB	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	1	-1	-1	0	0	0	0	0	1	0	0	0	-1	0	0	0	0
USP54	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	1	-1	0	0	0	2	1	-1	-1	0	0	0	0	0	1	0	0	0	-1	0	0	0	0
MYOZ1	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	1	1	0	-1	1	0	0	0	-1	0	0	0	0	1	0	1	0	-1	0	0	0	0	-1	0	0	0	2	1	-1	-1	0	0	0	0	0	1	0	0	0	-1	0	0	0	0
