Alteration	DBTRG05MG_CENTRAL_NERVOUS_SYSTEM	SF295_CENTRAL_NERVOUS_SYSTEM	M059K_CENTRAL_NERVOUS_SYSTEM	D341MED_CENTRAL_NERVOUS_SYSTEM	SW1783_CENTRAL_NERVOUS_SYSTEM	F5_CENTRAL_NERVOUS_SYSTEM	U178_CENTRAL_NERVOUS_SYSTEM	SF172_CENTRAL_NERVOUS_SYSTEM	DKMG_CENTRAL_NERVOUS_SYSTEM	DAOY_CENTRAL_NERVOUS_SYSTEM	D283MED_CENTRAL_NERVOUS_SYSTEM	H4_CENTRAL_NERVOUS_SYSTEM	NMCG1_CENTRAL_NERVOUS_SYSTEM	CAS1_CENTRAL_NERVOUS_SYSTEM	KNS42_CENTRAL_NERVOUS_SYSTEM	YH13_CENTRAL_NERVOUS_SYSTEM	KNS60_CENTRAL_NERVOUS_SYSTEM	MOGGCCM_CENTRAL_NERVOUS_SYSTEM	GAMG_CENTRAL_NERVOUS_SYSTEM	GOS3_CENTRAL_NERVOUS_SYSTEM	MOGGUVW_CENTRAL_NERVOUS_SYSTEM	X42MGBA_CENTRAL_NERVOUS_SYSTEM	KS1_CENTRAL_NERVOUS_SYSTEM	X1321N1_CENTRAL_NERVOUS_SYSTEM	GMS10_CENTRAL_NERVOUS_SYSTEM	X8MGBA_CENTRAL_NERVOUS_SYSTEM	GI1_CENTRAL_NERVOUS_SYSTEM	SNB19_CENTRAL_NERVOUS_SYSTEM	YKG1_CENTRAL_NERVOUS_SYSTEM	U251MG_CENTRAL_NERVOUS_SYSTEM	T98G_CENTRAL_NERVOUS_SYSTEM	LN18_CENTRAL_NERVOUS_SYSTEM	U118MG_CENTRAL_NERVOUS_SYSTEM	U87MG_CENTRAL_NERVOUS_SYSTEM	A172_CENTRAL_NERVOUS_SYSTEM	HS683_CENTRAL_NERVOUS_SYSTEM	CCFSTTG1_CENTRAL_NERVOUS_SYSTEM	LN229_CENTRAL_NERVOUS_SYSTEM	KALS1_CENTRAL_NERVOUS_SYSTEM	KNS81_CENTRAL_NERVOUS_SYSTEM	AM38_CENTRAL_NERVOUS_SYSTEM	GB1_CENTRAL_NERVOUS_SYSTEM	BECKER_CENTRAL_NERVOUS_SYSTEM	SF126_CENTRAL_NERVOUS_SYSTEM	ONS76_CENTRAL_NERVOUS_SYSTEM	SW1088_CENTRAL_NERVOUS_SYSTEM	SNU738_CENTRAL_NERVOUS_SYSTEM	SNU626_CENTRAL_NERVOUS_SYSTEM	SNU1105_CENTRAL_NERVOUS_SYSTEM	SNU489_CENTRAL_NERVOUS_SYSTEM	SNU466_CENTRAL_NERVOUS_SYSTEM	SNU201_CENTRAL_NERVOUS_SYSTEM	KG1C_CENTRAL_NERVOUS_SYSTEM	TM31_CENTRAL_NERVOUS_SYSTEM	U138MG_CENTRAL_NERVOUS_SYSTEM
METTL1	1	0	-1	0	-1	0	0	1	0	1	0	0	0	-1	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	-1	1	0	-1	0	0	1	0	0	1	2	-1	0	-1	0	1	0	-1	-1	0	0	1	1	-1
METTL21B	1	0	-1	0	-1	0	0	1	0	1	0	0	0	-1	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	-1	1	0	-1	0	0	1	0	0	1	2	-1	0	-1	0	1	0	-1	-1	0	0	1	1	-1
TSFM	1	0	-1	0	-1	0	0	1	0	1	0	0	0	-1	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	-1	1	0	-1	0	0	1	0	0	1	2	-1	0	-1	0	1	0	-1	-1	0	0	1	1	-1
AVIL	1	0	-1	0	-1	0	0	1	0	1	0	0	0	-1	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	-1	1	0	-1	0	0	1	0	0	1	2	-1	0	-1	0	1	0	-1	-1	0	0	1	1	-1
CTDSP2	1	0	-1	0	-1	0	0	1	0	1	0	0	0	-1	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	-1	1	0	-1	0	0	1	0	0	1	2	-1	0	-1	0	1	0	-1	-1	0	0	1	1	-1
MIR26A2	1	0	-1	0	-1	0	0	1	0	1	0	0	0	-1	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	-1	1	0	-1	0	0	1	0	0	1	2	-1	0	-1	0	1	0	-1	-1	0	0	1	1	-1
hsa-mir-26a-2	1	0	-1	0	-1	0	0	1	0	1	0	0	0	-1	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	-1	1	0	-1	0	0	1	0	0	1	2	-1	0	-1	0	1	0	-1	-1	0	0	1	1	-1
LOC100506844	1	0	-1	0	-1	0	0	1	0	1	0	0	0	-1	0	0	1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	-1	1	0	-1	0	0	1	0	0	1	2	-1	0	-1	0	1	0	-1	-1	0	0	1	0	-1
XRCC6BP1	1	0	-1	0	-1	0	0	1	0	1	0	0	0	-1	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	-1	1	0	-1	0	0	1	0	0	1	2	-1	0	-1	0	1	0	-1	-1	0	0	1	0	-1
LRIG3	1	0	-1	0	-1	0	0	1	0	1	0	0	0	-1	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	-1	1	0	-1	0	0	1	0	0	1	2	-1	0	-1	0	2	0	-1	-1	0	0	1	1	-1
SLC16A7	1	0	-1	0	-1	0	0	1	0	1	0	0	0	-1	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	-1	1	0	-1	0	0	1	0	0	1	2	-1	0	-1	0	2	0	-1	-1	0	0	1	1	-1
FAM19A2	1	0	-1	0	-1	0	0	1	0	1	0	0	0	0	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	-1	1	0	-1	0	0	1	0	0	1	2	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
USP15	1	0	-1	0	-1	0	0	1	0	1	0	1	0	0	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	-1	1	0	-1	0	0	1	0	0	1	1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
MON2	1	0	-1	0	-1	0	0	1	0	1	0	0	0	0	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	-1	1	0	-1	0	0	1	0	0	1	1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
C12orf61	1	0	-1	0	-1	0	0	1	0	1	0	0	0	0	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	-1	1	0	-1	0	0	1	0	0	1	1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
MIRLET7I	1	0	-1	0	-1	0	0	1	0	1	0	0	0	0	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	-1	1	0	-1	0	0	1	0	0	1	1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
hsa-let-7i	1	0	-1	0	-1	0	0	1	0	1	0	0	0	0	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	-1	1	0	-1	0	0	1	0	0	1	1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
PPM1H	1	0	-1	0	-1	0	0	1	0	1	0	0	0	0	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	-1	1	0	-1	0	0	1	0	0	1	2	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
AVPR1A	1	0	-1	0	-1	0	0	1	0	1	0	0	0	0	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	-1	1	0	-1	0	0	1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
DPY19L2	1	0	-1	0	-1	0	0	1	0	1	0	0	0	0	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	-1	1	0	-1	0	0	1	0	0	1	-1	-1	0	-1	0	1	1	-1	-1	0	0	1	0	-1
TMEM5	1	0	-1	0	-1	0	0	1	0	1	0	0	0	0	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	-1	1	0	-1	0	0	1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	0	-1
SRGAP1	1	0	-1	0	-1	0	0	1	0	1	0	0	0	0	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	-1	1	0	-1	0	0	1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	0	-1
C12orf66	1	0	-1	0	-1	0	0	1	0	1	0	0	0	0	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	-1	1	0	-1	0	0	1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	0	-1
C12orf56	1	0	-1	0	-1	0	0	1	0	1	0	0	0	0	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	-1	1	0	-1	0	0	1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	0	-1
XPOT	1	0	-1	0	-1	0	0	1	0	1	0	0	0	0	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	-1	1	0	-1	0	0	1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	0	-1
TBK1	1	0	-1	0	-1	0	0	1	0	1	0	0	0	0	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	-1	1	0	-1	0	0	1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	0	-1
RASSF3	1	0	-1	0	-1	0	0	1	0	1	0	0	0	0	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	-1	1	0	-1	0	0	1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
MIR548C	1	0	-1	0	-1	0	0	1	0	1	0	0	0	0	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	-1	1	0	-1	0	0	1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
MIR548Z	1	0	-1	0	-1	0	0	1	0	1	0	0	0	0	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	-1	1	0	-1	0	0	1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
hsa-mir-548c	1	0	-1	0	-1	0	0	1	0	1	0	0	0	0	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	-1	1	0	-1	0	0	1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
GNS	1	0	-1	0	-1	0	0	1	0	1	0	0	0	0	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	-1	1	0	-1	0	0	1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
TBC1D30	1	0	-1	0	-1	0	0	1	0	1	0	0	0	0	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	-1	1	0	-1	0	0	1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
FLJ41278	1	0	-1	0	-1	0	0	1	0	1	0	0	0	0	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	-1	1	0	-1	0	0	1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
WIF1	1	0	-1	0	-1	0	0	1	0	1	0	0	0	0	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	-1	1	0	-1	0	0	1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
LEMD3	1	0	-1	0	-1	0	0	1	0	1	0	0	0	0	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	-1	1	0	-1	0	0	1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
MSRB3	1	0	-1	0	-1	0	0	1	0	1	0	0	0	0	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	-1	1	0	-1	0	0	1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
HMGA2	1	0	-1	0	-1	0	0	1	0	1	0	0	0	0	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	-1	1	0	-1	0	0	1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
RPSAP52	1	0	-1	0	-1	0	0	1	0	1	0	0	0	0	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	-1	1	0	-1	0	0	1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
LLPH	1	0	-1	0	-1	0	0	1	0	1	0	0	0	0	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	-1	1	0	-1	0	0	1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
TMBIM4	1	0	-1	0	-1	0	0	1	0	1	0	0	0	0	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	-1	1	0	-1	0	0	1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
IRAK3	1	0	-1	0	-1	0	0	1	0	1	0	0	0	0	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	-1	1	0	-1	0	0	1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
GRIP1	1	0	-1	0	-1	0	0	1	0	1	0	0	0	0	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	-1	1	0	-1	0	0	1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
HELB	1	0	-1	0	-1	0	0	1	0	1	0	0	0	0	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	-1	1	0	-1	0	0	1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
CAND1	1	0	-1	0	-1	0	0	1	0	1	0	0	0	0	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	-1	1	0	-1	0	0	1	0	0	1	2	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
DYRK2	1	0	-1	0	-1	0	0	1	0	1	0	0	0	0	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	-1	1	0	-1	0	0	1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
IFNG	1	0	-1	0	-1	0	0	1	0	1	0	0	0	0	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	-1	1	0	-1	0	-2	1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
IL26	1	0	-1	0	-1	0	0	1	0	1	0	0	0	0	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	-1	1	0	-1	0	-2	1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
IL22	1	0	-1	0	-1	0	0	1	0	1	0	0	0	0	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	-1	1	0	-1	0	-2	1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
MDM1	1	0	-1	0	-1	0	0	1	0	1	0	0	0	0	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	-1	1	0	-1	0	-2	1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
RAP1B	1	0	-1	0	-1	0	0	1	-1	1	0	0	0	0	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	-1	1	0	-1	0	-2	1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
SNORA70G	1	0	-1	0	-1	0	0	1	-1	1	0	0	0	0	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	-1	1	0	-1	0	-2	1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
LOC100507250	1	0	-1	0	-1	0	0	1	-1	1	0	0	0	0	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	-1	1	0	-1	0	-2	1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
NUP107	1	0	-1	0	-1	0	0	1	2	1	0	0	0	0	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	-1	1	0	-1	0	-1	1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
SLC35E3	1	0	-1	0	-1	0	0	1	2	1	0	0	0	0	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	-1	1	0	-1	0	-1	1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
MDM2	1	0	-1	0	-1	0	0	1	2	1	0	0	0	0	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	-1	1	0	-1	0	2	1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
CPM	1	0	-1	0	-1	0	0	1	2	1	0	0	0	0	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	-1	1	0	-1	0	2	1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
CPSF6	1	0	-1	0	-1	0	0	1	0	1	0	0	0	0	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	-1	1	0	-1	0	-1	1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	1	-1
MIR1279	1	0	-1	0	-1	0	0	1	0	1	0	0	0	0	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	-1	1	0	-1	0	-1	1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	1	-1
hsa-mir-1279	1	0	-1	0	-1	0	0	1	0	1	0	0	0	0	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	-1	1	0	-1	0	-1	1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	1	-1
LYZ	1	0	-1	0	-1	0	0	1	0	1	0	0	0	0	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	-1	1	0	-1	0	-1	1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	1	-1
YEATS4	1	0	-1	0	-1	0	0	1	0	1	0	0	0	0	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	-1	1	0	-1	0	-1	1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
FRS2	1	0	-1	0	-1	0	0	1	0	1	0	0	0	0	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	-1	1	0	-1	0	-1	1	0	0	1	1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
CCT2	1	0	-1	0	-1	0	0	1	0	1	0	0	0	0	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	-1	1	0	-1	0	-1	1	0	0	1	2	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
LRRC10	1	0	-1	0	-1	0	0	1	0	1	0	0	0	0	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	-1	1	0	-1	0	-1	1	0	0	1	2	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
MIR3913-1	1	0	-1	0	-1	0	0	1	0	1	0	0	0	0	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	-1	1	0	-1	0	-1	1	0	0	1	2	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
MIR3913-2	1	0	-1	0	-1	0	0	1	0	1	0	0	0	0	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	-1	1	0	-1	0	-1	1	0	0	1	2	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
BEST3	1	0	-1	0	-1	0	0	1	0	1	0	0	0	0	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	-1	1	0	-1	0	-1	1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
RAB3IP	1	0	-1	0	-1	0	0	1	0	1	0	0	0	0	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	-1	1	0	-1	0	-2	1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
CNOT2	1	0	-1	0	-1	0	0	1	0	1	0	0	0	0	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	-1	1	0	-1	0	0	1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
KCNMB4	1	0	-1	0	-1	0	0	1	0	1	0	0	0	0	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	-1	1	0	-1	0	0	1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
PTPRB	1	0	-1	0	-1	0	0	1	0	1	0	0	0	0	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	-1	1	0	-1	0	0	1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
PTPRR	1	0	-1	0	-1	0	0	1	0	1	0	0	0	0	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	-1	1	0	-1	0	0	1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
TSPAN8	1	0	-1	0	-1	0	0	1	0	1	0	0	0	0	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	-1	1	-1	-1	0	0	1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
LGR5	1	0	-1	0	-1	0	0	1	0	1	0	0	0	0	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	-1	1	-1	-1	0	0	1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
ZFC3H1	1	0	-1	0	-1	0	0	1	0	1	0	0	0	0	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	-1	1	-1	-1	0	0	1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
THAP2	1	0	-1	0	-1	0	0	1	0	1	0	0	0	0	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	-1	1	-1	-1	0	0	1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
TMEM19	1	0	-1	0	-1	0	0	1	0	1	0	0	0	0	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	-1	1	-1	-1	0	0	1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
RAB21	1	0	-1	0	-1	0	0	1	0	1	0	0	0	0	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	-1	1	-1	-1	0	0	1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
MRS2P2	1	0	-1	0	-1	0	0	1	0	1	0	0	0	0	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	-1	1	-1	-1	0	0	1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
TBC1D15	1	0	-1	0	-1	0	0	1	0	1	0	0	0	0	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	-1	1	-1	-1	0	0	1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
TPH2	1	0	-1	0	-1	0	0	1	0	1	0	0	0	0	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	-1	1	-1	-1	0	0	1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
LOC283392	1	0	-1	0	-1	0	0	1	0	1	0	0	0	0	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	-1	1	-1	-1	0	0	1	0	0	1	1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
TRHDE	1	0	-1	0	-1	0	0	1	0	1	0	0	0	0	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	-1	1	-1	-1	0	0	0	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
LOC100507377	1	0	-1	0	-1	0	-1	1	0	1	0	0	0	0	0	0	-1	-1	0	0	0	-1	0	1	-1	0	0	-1	0	-1	-1	1	1	-1	-1	0	0	-1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
ATXN7L3B	1	0	-1	0	-1	0	-1	1	0	1	0	0	0	0	0	0	-1	-1	0	0	0	-1	0	1	-1	0	0	-1	0	-1	-1	1	1	-1	-1	0	0	-1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
KCNC2	1	0	-1	0	-1	0	-1	1	0	1	0	0	0	0	0	0	-1	-1	0	0	0	-1	0	1	-1	0	0	-1	0	-1	-1	1	1	-1	-1	0	0	-1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
CAPS2	1	0	-1	0	-1	0	-1	1	0	1	0	0	0	0	0	0	-1	-1	0	0	0	-1	0	1	-1	0	0	-1	0	-1	-1	1	1	-1	-1	0	0	-1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
GLIPR1L1	1	0	-1	0	-1	0	-1	1	0	1	0	0	0	0	0	0	-1	-1	0	0	0	-1	0	1	-1	0	0	-1	0	-1	-1	1	1	-1	-1	0	0	-1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
GLIPR1L2	1	0	-1	0	-1	0	-1	1	0	1	0	0	0	0	0	0	-1	-1	0	0	0	-1	0	1	-1	0	0	-1	0	-1	-1	1	1	-1	-1	0	0	-1	0	0	1	-1	-2	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
GLIPR1	1	0	-1	0	-1	0	-1	1	0	1	0	0	0	0	0	0	-1	-1	0	0	0	-1	0	1	-1	0	0	-1	0	-1	-1	1	1	-1	-1	0	0	-1	0	0	1	-1	-2	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
KRR1	1	0	-1	0	-1	0	-1	1	0	1	0	0	0	0	0	0	-1	-1	0	0	0	-1	0	1	-1	0	0	-1	0	-1	-1	1	1	-1	-1	0	0	-1	0	0	1	-1	-2	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
PHLDA1	-2	0	-1	0	-1	0	-1	1	0	1	0	0	0	0	0	0	-1	-1	0	0	0	-1	0	1	-1	0	0	-1	0	-1	-1	1	1	-1	-1	0	0	-1	0	0	1	-1	-2	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
NAP1L1	-2	0	-1	0	-1	0	-1	1	0	1	0	0	0	0	0	0	-1	-1	0	0	0	-1	0	1	-1	0	0	-1	0	-1	-1	1	1	-1	-1	0	0	-1	0	0	1	-1	-2	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
