Alteration	DBTRG05MG_CENTRAL_NERVOUS_SYSTEM	SF295_CENTRAL_NERVOUS_SYSTEM	M059K_CENTRAL_NERVOUS_SYSTEM	D341MED_CENTRAL_NERVOUS_SYSTEM	SW1783_CENTRAL_NERVOUS_SYSTEM	F5_CENTRAL_NERVOUS_SYSTEM	U178_CENTRAL_NERVOUS_SYSTEM	SF172_CENTRAL_NERVOUS_SYSTEM	DKMG_CENTRAL_NERVOUS_SYSTEM	DAOY_CENTRAL_NERVOUS_SYSTEM	D283MED_CENTRAL_NERVOUS_SYSTEM	H4_CENTRAL_NERVOUS_SYSTEM	NMCG1_CENTRAL_NERVOUS_SYSTEM	CAS1_CENTRAL_NERVOUS_SYSTEM	KNS42_CENTRAL_NERVOUS_SYSTEM	YH13_CENTRAL_NERVOUS_SYSTEM	KNS60_CENTRAL_NERVOUS_SYSTEM	MOGGCCM_CENTRAL_NERVOUS_SYSTEM	GAMG_CENTRAL_NERVOUS_SYSTEM	GOS3_CENTRAL_NERVOUS_SYSTEM	MOGGUVW_CENTRAL_NERVOUS_SYSTEM	X42MGBA_CENTRAL_NERVOUS_SYSTEM	KS1_CENTRAL_NERVOUS_SYSTEM	X1321N1_CENTRAL_NERVOUS_SYSTEM	GMS10_CENTRAL_NERVOUS_SYSTEM	X8MGBA_CENTRAL_NERVOUS_SYSTEM	GI1_CENTRAL_NERVOUS_SYSTEM	SNB19_CENTRAL_NERVOUS_SYSTEM	YKG1_CENTRAL_NERVOUS_SYSTEM	U251MG_CENTRAL_NERVOUS_SYSTEM	T98G_CENTRAL_NERVOUS_SYSTEM	LN18_CENTRAL_NERVOUS_SYSTEM	U118MG_CENTRAL_NERVOUS_SYSTEM	U87MG_CENTRAL_NERVOUS_SYSTEM	A172_CENTRAL_NERVOUS_SYSTEM	HS683_CENTRAL_NERVOUS_SYSTEM	CCFSTTG1_CENTRAL_NERVOUS_SYSTEM	LN229_CENTRAL_NERVOUS_SYSTEM	KALS1_CENTRAL_NERVOUS_SYSTEM	KNS81_CENTRAL_NERVOUS_SYSTEM	AM38_CENTRAL_NERVOUS_SYSTEM	GB1_CENTRAL_NERVOUS_SYSTEM	BECKER_CENTRAL_NERVOUS_SYSTEM	SF126_CENTRAL_NERVOUS_SYSTEM	ONS76_CENTRAL_NERVOUS_SYSTEM	SW1088_CENTRAL_NERVOUS_SYSTEM	SNU738_CENTRAL_NERVOUS_SYSTEM	SNU626_CENTRAL_NERVOUS_SYSTEM	SNU1105_CENTRAL_NERVOUS_SYSTEM	SNU489_CENTRAL_NERVOUS_SYSTEM	SNU466_CENTRAL_NERVOUS_SYSTEM	SNU201_CENTRAL_NERVOUS_SYSTEM	KG1C_CENTRAL_NERVOUS_SYSTEM	TM31_CENTRAL_NERVOUS_SYSTEM	U138MG_CENTRAL_NERVOUS_SYSTEM
BBS10	1	0	-1	0	-1	0	-1	1	0	1	0	0	0	0	0	-1	-1	-1	0	0	0	-1	0	1	-1	0	0	-1	0	-1	-1	1	1	-1	-1	0	0	-1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
OSBPL8	1	0	-1	0	-1	0	-1	1	0	1	0	0	0	0	0	-1	-1	-1	0	0	0	-1	0	1	-1	0	0	-1	0	-1	-1	1	1	-1	-1	0	0	-1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
ZDHHC17	1	0	-1	0	-1	0	-1	1	0	1	0	0	0	0	0	0	-1	-1	0	0	0	-1	0	1	-1	0	0	-1	0	-1	-1	1	1	-1	-1	0	0	-1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
CSRP2	1	0	-1	0	-1	0	-1	1	0	1	0	0	0	0	0	0	-1	-1	0	0	0	-1	0	1	-1	0	0	-1	0	-1	-1	1	1	-1	-1	0	0	-1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
E2F7	1	0	-1	0	-1	0	-1	1	0	1	0	0	0	0	0	0	-1	-1	0	-1	0	-1	0	1	-1	0	0	-1	0	-1	-1	1	1	-1	-1	0	0	-1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
NAV3	1	0	-1	0	-1	0	-1	1	0	1	0	0	0	0	0	0	-1	-1	0	-1	0	-1	0	1	-1	0	0	-1	0	-1	-1	1	1	-1	-1	0	0	-1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
SYT1	1	0	-1	0	-1	0	-1	1	0	1	0	0	0	0	-1	0	-1	-1	0	-1	0	-1	0	1	-1	0	0	-1	0	-1	-1	1	1	-1	-1	0	0	-1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
MIR1252	1	0	-1	0	-1	0	-1	1	0	1	0	0	0	0	-1	0	-1	-1	0	-1	0	-1	0	1	-1	0	0	-1	0	-1	-1	1	1	-1	-1	0	0	-1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
hsa-mir-1252	1	0	-1	0	-1	0	-1	1	0	1	0	0	0	0	-1	0	-1	-1	0	-1	0	-1	0	1	-1	0	0	-1	0	-1	-1	1	1	-1	-1	0	0	-1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
PAWR	1	0	-1	0	-1	0	-1	1	0	1	0	0	0	0	-1	0	-1	-1	0	-2	0	-1	0	1	-1	0	0	-1	0	-1	-1	1	1	-1	-1	0	0	-1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
PPP1R12A	1	0	-1	0	-1	0	-1	1	0	1	0	1	0	0	1	0	-1	-1	0	-1	0	-1	0	1	-1	0	0	-1	0	-1	-1	1	1	-1	-1	0	0	-1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
OTOGL	1	0	-1	0	-1	0	-1	1	0	1	0	0	0	0	1	0	-1	-1	0	-1	0	-1	0	1	-1	0	0	-1	0	-1	-1	1	1	-1	-1	-1	0	-1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
PTPRQ	1	0	-1	0	-1	0	-1	1	0	1	0	0	0	0	1	0	-1	-1	0	-1	0	-1	0	1	-1	0	0	-1	0	-1	-1	1	1	-1	-1	0	0	-1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
MYF5	1	0	-1	0	-1	0	-1	1	0	1	0	0	0	0	1	0	-1	-1	0	0	0	-1	0	1	-1	0	0	-1	0	-1	-1	1	1	-1	-1	0	0	-1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
MYF6	1	0	-1	0	-1	0	-1	1	0	1	0	0	0	0	1	0	-1	-1	0	0	0	-1	0	1	-1	0	0	-1	0	-1	-1	1	1	-1	-1	0	0	-1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
LIN7A	1	0	-1	0	-1	0	-1	1	0	1	0	0	0	0	1	0	-1	-1	0	0	0	-1	0	1	-1	0	0	-1	0	-1	-1	1	1	-1	-1	0	0	-1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
MIR617	1	0	-1	0	-1	0	-1	1	0	1	0	0	0	0	1	0	-1	-1	0	0	0	-1	0	1	-1	0	0	-1	0	-1	-1	1	1	-1	-1	0	0	-1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
hsa-mir-617	1	0	-1	0	-1	0	-1	1	0	1	0	0	0	0	1	0	-1	-1	0	0	0	-1	0	1	-1	0	0	-1	0	-1	-1	1	1	-1	-1	0	0	-1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
MIR618	1	0	-1	0	-1	0	-1	1	0	1	0	0	0	0	1	0	-1	-1	0	0	0	-1	0	1	-1	0	0	-1	0	-1	-1	1	1	-1	-1	0	0	-1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
hsa-mir-618	1	0	-1	0	-1	0	-1	1	0	1	0	0	0	0	1	0	-1	-1	0	0	0	-1	0	1	-1	0	0	-1	0	-1	-1	1	1	-1	-1	0	0	-1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
ACSS3	1	0	-1	0	-1	0	-1	1	0	1	0	0	0	0	1	0	-1	-1	0	0	0	-1	0	1	-1	0	0	-1	0	-1	-1	1	1	-1	-1	0	0	-1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
MIR4699	1	0	-1	0	-1	0	-1	1	0	1	0	0	0	0	1	0	-1	-1	0	0	0	-1	0	1	-1	0	0	-1	0	-1	-1	1	1	-1	-1	0	0	-1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
PPFIA2	1	0	-1	0	-1	0	-1	1	0	1	0	0	0	0	1	0	-1	-1	0	0	0	-1	0	1	-1	0	0	-1	0	-1	-1	1	1	-1	-1	0	0	-1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
CCDC59	1	0	-1	0	-1	0	-1	1	0	1	0	0	0	0	1	0	-1	-1	0	0	0	-1	0	1	-1	0	0	-1	0	-1	-1	1	1	-1	-1	0	0	-1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
C12orf26	1	0	-1	0	-1	0	-1	1	0	1	0	0	0	0	1	0	-1	-1	0	0	0	-1	0	1	-1	0	0	-1	0	-1	-1	1	1	-1	-1	0	0	-1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
TMTC2	1	0	-1	0	-1	0	-1	1	0	1	0	0	0	0	1	0	-1	-1	0	0	0	-1	0	-1	-2	0	0	-1	0	-1	-1	1	0	-1	-1	0	0	-1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
SLC6A15	1	0	-1	0	-1	0	-1	1	0	1	0	0	0	0	1	0	-1	-1	0	0	0	-1	0	1	-1	0	0	-1	0	-1	-1	1	1	-1	-1	0	0	-1	0	0	1	1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
LRRIQ1	1	0	-1	0	-1	0	-1	1	0	1	0	0	0	0	1	0	-1	-1	0	0	0	-1	0	1	-1	0	0	-1	0	-1	-1	1	1	-1	-1	0	0	-1	0	0	1	1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
TSPAN19	1	0	-1	0	-1	0	-1	1	0	1	0	0	0	0	1	0	-1	-1	0	0	0	-1	0	1	-1	0	0	-1	0	-1	-1	1	1	-1	-1	0	0	-1	0	0	1	1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
ALX1	1	0	-1	0	-1	0	-1	1	0	1	0	0	0	0	1	0	-1	-1	0	0	0	-1	0	1	-1	0	0	-1	0	-1	-1	1	1	-1	-1	0	0	-1	0	0	1	1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
RASSF9	1	0	-1	0	-1	0	-1	1	0	1	0	0	0	0	1	0	-1	-1	0	0	0	-1	0	1	-1	0	0	-1	0	-1	-1	1	1	-1	-1	0	0	-1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
NTS	1	0	-1	0	-1	0	-1	1	0	1	0	0	0	0	1	0	-1	-1	0	0	0	-1	0	1	-1	0	0	-1	0	-1	-1	1	1	-1	-1	0	0	-1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
MGAT4C	1	0	-1	0	-1	0	-1	1	0	1	0	0	0	0	1	0	-1	-1	0	0	0	-1	0	1	-1	0	0	-1	0	-1	-1	1	1	-1	-1	0	0	-1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
MIR548AL	1	0	-1	0	-1	0	-1	1	0	1	0	0	0	0	1	0	-1	-1	0	0	0	-1	0	1	-1	0	0	-1	0	-1	-1	1	1	-1	-1	0	0	-1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
MKRN9P	1	0	-1	0	-1	0	-1	1	0	1	0	0	0	0	1	0	-1	-1	0	0	0	-1	0	1	-1	0	0	-1	0	-1	-1	1	1	-1	-1	0	0	-1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
C12orf50	1	0	-1	0	-1	0	-1	1	0	1	0	0	0	0	1	0	-1	-1	0	0	0	-1	0	1	-1	0	0	-1	0	-1	-1	1	1	-1	-1	0	0	-1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	1	0	1	-1	-1
C12orf29	1	0	-1	0	-1	0	-1	1	0	1	0	0	0	0	1	0	-1	-1	0	0	0	-1	0	1	-1	0	0	-1	0	-1	-1	1	1	-1	-1	0	0	-1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	1	0	1	-1	-1
CEP290	1	0	-1	0	-1	0	-1	1	0	1	0	0	0	0	1	0	-1	-1	0	0	0	-1	0	1	-1	0	0	-1	0	-1	-1	1	1	-1	-1	0	0	-1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	1	0	1	-1	-1
TMTC3	1	0	-1	0	-1	0	-1	1	0	1	0	0	0	0	1	0	-1	-1	0	0	0	-1	0	1	-1	0	0	-1	0	-1	-1	1	1	-1	-1	0	0	-1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	1	0	1	-1	-1
KITLG	1	0	-1	0	-1	0	-1	1	0	1	0	0	0	0	1	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	1	1	-1	-1	0	0	-1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
LOC728084	1	0	-1	0	-1	0	-1	1	0	1	0	0	0	0	1	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	1	1	-1	-1	0	0	-1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
DUSP6	1	0	-1	0	-1	0	-1	1	0	1	0	0	0	0	1	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	1	1	-1	-1	0	0	-1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
POC1B	1	0	-1	0	-1	0	-1	1	0	1	0	0	0	0	1	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	1	1	-1	-1	0	0	-1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
GALNT4	1	0	-1	0	-1	0	-1	1	0	1	0	0	0	0	1	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	1	1	-1	-1	0	0	-1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
POC1B-GALNT4	1	0	-1	0	-1	0	-1	1	0	1	0	0	0	0	1	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	1	1	-1	-1	0	0	-1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
ATP2B1	1	0	-1	0	-1	0	-1	1	0	1	0	0	0	0	1	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	1	1	-1	-1	0	0	-1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
LOC338758	1	0	-1	0	-1	0	-1	1	0	1	0	0	0	0	1	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	1	1	-1	-1	0	0	-1	0	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
C12orf37	1	0	-1	0	-1	0	-1	1	0	1	0	0	0	-1	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	1	1	-1	-1	0	0	-1	-1	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
C12orf12	1	0	-1	0	-1	0	-1	1	0	1	0	0	0	-1	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	1	1	-1	-1	0	0	-1	-1	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
EPYC	1	0	-1	0	-1	0	-1	1	0	1	0	0	0	-1	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	1	1	-1	-1	0	0	-1	-1	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
KERA	1	0	-1	0	-1	0	-1	1	0	1	0	0	0	-1	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	1	1	-1	-1	0	0	-1	-1	0	1	-1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
LUM	1	0	-1	0	-1	0	-1	1	0	1	0	0	0	-1	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	1	1	-1	-1	0	0	-1	-1	0	1	1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
DCN	1	0	-1	0	-1	0	-1	1	0	1	0	0	0	-1	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	1	1	-1	-1	0	0	-1	-1	0	1	1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
LOC256021	1	0	-1	0	-1	0	-1	1	0	1	0	0	0	-1	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	1	1	-1	-1	0	0	-1	-1	0	1	1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
BTG1	1	0	-1	0	-1	0	-1	1	0	1	0	0	0	-1	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	1	1	-1	-1	0	0	-1	-1	0	1	1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
CLLU1	1	0	-1	0	-1	0	-1	1	0	1	0	0	0	-1	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	1	1	-1	-1	0	0	-1	-1	0	1	1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
CLLU1OS	1	0	-1	0	-1	0	-1	1	0	1	0	0	0	-1	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	1	1	-1	-1	0	0	-1	-1	0	1	1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
C12orf74	1	0	-1	0	-1	0	-1	1	0	1	0	0	0	-1	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	1	1	-1	-1	0	0	-1	-1	0	1	1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
PLEKHG7	1	0	-1	0	-1	0	-1	1	0	1	0	0	0	-1	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	1	1	-1	-1	0	0	-1	-1	0	1	1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
EEA1	1	0	-1	0	-1	0	-1	1	0	1	0	0	0	-1	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	1	1	-1	-1	0	0	-1	-1	0	1	1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
LOC643339	1	0	-1	0	-1	0	-1	1	0	1	0	0	0	-1	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	1	1	-1	-1	0	0	-1	-1	0	1	1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
NUDT4	1	0	-1	0	-1	0	-1	1	0	1	0	0	0	-1	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	1	1	-1	-1	0	0	-1	-1	0	1	1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
NUDT4P1	1	0	-1	0	-1	0	-1	1	0	1	0	0	0	-1	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	1	1	-1	-1	0	0	-1	-1	0	1	1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
UBE2N	1	0	-1	0	-1	0	-1	1	0	1	0	0	0	-1	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	1	1	-1	-1	0	0	-1	-1	0	1	1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
MRPL42	1	0	-1	0	-1	0	-1	1	0	1	0	0	0	-1	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	1	1	-1	-1	0	0	-1	-1	0	1	1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
LOC144481	1	0	-1	0	-1	0	-1	1	0	1	0	0	0	-1	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	1	1	-1	-1	-1	0	-1	-1	0	1	1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
SOCS2	1	0	-1	0	-1	0	-1	1	0	1	0	0	0	-1	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	1	1	-1	-1	-1	0	-1	-1	0	1	1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
CRADD	1	0	-1	0	-1	0	-1	1	0	1	0	0	0	-1	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	1	1	-1	-1	-1	0	-1	-1	0	1	1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
PLXNC1	1	0	-1	0	-1	0	-1	1	0	1	0	0	0	-1	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	1	1	-1	-1	-1	0	-1	-1	0	1	1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
CCDC41	1	0	-1	0	-1	0	-1	1	0	1	0	0	0	-1	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	1	1	-1	-1	-1	0	-1	-1	0	1	1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
LOC144486	1	0	-1	0	-1	0	-1	1	0	1	0	0	0	-1	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	1	1	-1	-1	-1	0	-1	-1	0	1	1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
TMCC3	1	0	-1	0	-1	0	-1	1	0	1	0	0	0	-1	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	1	1	-1	-1	-1	0	-1	-1	0	1	1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
KRT19P2	1	0	-1	0	-1	0	-1	1	0	1	0	0	0	-1	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	1	1	-1	-1	-1	0	-1	-1	0	1	1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
MIR492	1	0	-1	0	-1	0	-1	1	0	1	0	0	0	-1	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	1	1	-1	-1	-1	0	-1	-1	0	1	1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
hsa-mir-492	1	0	-1	0	-1	0	-1	1	0	1	0	0	0	-1	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	1	1	-1	-1	-1	0	-1	-1	0	1	1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
NDUFA12	1	0	-1	0	-1	0	-1	1	0	1	0	0	0	-1	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	1	1	-1	-1	-1	0	-1	-1	0	1	1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
NR2C1	1	0	-1	0	-1	0	-1	1	0	1	0	0	0	-1	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	1	1	-1	-1	-1	0	-1	-1	0	1	1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
FGD6	1	0	-1	0	-1	0	-1	1	0	1	0	0	0	-1	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	1	1	-1	-1	-1	0	-1	-1	0	1	1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
VEZT	1	0	-1	0	-1	0	0	1	0	1	0	0	0	-1	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	1	1	-1	-1	-1	0	-1	-1	0	1	1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
MIR331	1	0	-1	0	-1	0	0	1	0	1	0	0	0	-1	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	1	1	-1	-1	-1	0	-1	-1	0	1	1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
MIR3685	1	0	-1	0	-1	0	0	1	0	1	0	0	0	-1	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	1	1	-1	-1	-1	0	-1	-1	0	1	1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
hsa-mir-331	1	0	-1	0	-1	0	0	1	0	1	0	0	0	-1	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	-1	-1	1	1	-1	-1	-1	0	-1	-1	0	1	1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
METAP2	1	0	-1	0	-1	0	0	1	0	1	0	0	0	-1	0	0	-1	-1	0	0	0	-1	0	0	1	0	0	-1	0	-1	-1	1	1	-1	-1	-1	0	-1	-1	0	1	1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
USP44	1	0	-1	0	-1	0	0	1	0	1	0	0	0	-1	0	0	-1	-1	0	0	0	-1	0	0	1	0	0	-1	0	-1	-1	1	1	-1	-1	-1	0	-1	-1	0	1	1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
NTN4	1	0	-1	0	-1	0	0	1	0	1	0	0	0	-1	0	0	-1	-1	0	0	0	-1	0	0	1	0	0	-1	0	-1	-1	1	1	-1	-1	-1	0	-1	-1	0	1	1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
SNRPF	1	0	-1	0	-1	0	0	1	0	1	0	0	0	-1	0	0	-1	-1	0	0	0	-1	0	0	1	0	0	-1	0	-1	-1	1	1	-1	-1	-1	0	-1	-1	0	1	1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
CCDC38	1	0	-1	0	-1	0	0	1	0	1	0	0	0	-1	0	0	-1	-1	0	0	0	-1	0	0	1	0	0	-1	0	-1	-1	1	1	-1	-1	-1	0	-1	-1	0	1	1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
AMDHD1	1	0	-1	0	-1	0	0	1	0	1	0	0	0	-1	0	0	-1	-1	0	0	0	-1	0	0	1	0	0	-1	0	-1	-1	1	1	-1	-1	-1	0	-1	-1	0	1	1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
HAL	1	0	-1	0	-1	0	0	1	0	1	0	0	0	-1	0	0	-1	-1	0	0	0	-1	0	0	1	0	0	-1	0	-1	-1	1	1	-1	-1	-1	0	-1	-1	0	1	1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
LTA4H	1	0	-1	0	-1	0	0	1	0	1	0	0	0	-1	0	0	-1	-1	0	0	0	-1	0	0	1	0	0	-1	0	-1	-1	1	1	-1	-1	-1	0	-1	-1	0	1	1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
ELK3	1	0	-1	0	-1	0	0	1	0	1	0	0	0	-1	0	0	-1	-1	0	0	0	-1	0	0	1	0	0	-1	0	-1	-1	1	1	-1	-1	-1	0	-1	-1	0	1	1	-1	0	-1	0	1	0	-1	-1	0	0	1	-1	-1
