Alteration	A2780_OVARY	OVCAR4_OVARY	CAOV3_OVARY	TOV112D_OVARY	HS571T_OVARY	IGROV1_OVARY	OVCAR8_OVARY	TOV21G_OVARY	RMUGS_OVARY	COV362_OVARY	SKOV3_OVARY	SNU8_OVARY	OELE_OVARY	ONCODG1_OVARY	ES2_OVARY	OVKATE_OVARY	OVISE_OVARY	OVMANA_OVARY	NIHOVCAR3_OVARY	OV56_OVARY	JHOS4_OVARY	COV504_OVARY	COV318_OVARY	JHOS2_OVARY	COLO704_OVARY	MCAS_OVARY	FUOV1_OVARY	OVTOKO_OVARY	OV90_OVARY	HEYA8_OVARY	TYKNU_OVARY	EFO21_OVARY	RMGI_OVARY	EFO27_OVARY	OVSAHO_OVARY	KURAMOCHI_OVARY	CAOV4_OVARY	OAW42_OVARY	OV7_OVARY	COV434_OVARY	59M_OVARY	COV644_OVARY	OC316_OVARY	OC314_OVARY	JHOC5_OVARY	JHOM1_OVARY	SNU119_OVARY	SNU840_OVARY	OVK18_OVARY	JHOM2B_OVARY	OAW28_OVARY
SLC44A1	0	-1	-1	1	1	0	1	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	-2	1	0	-1	0	0	0	0	2	-1	0	0	-1	-1	-1	-1	0	0	2
FSD1L	0	-1	2	1	1	0	1	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	-2	1	0	-1	0	0	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	2
FKTN	0	-1	-1	1	1	0	1	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	-2	1	0	-1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	2
TAL2	0	-1	-1	1	1	0	1	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	-2	1	0	-1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	2
TMEM38B	0	-1	-1	1	1	0	1	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	-2	1	0	-1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	2
ZNF462	0	-1	0	1	1	0	1	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	0	-1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	2
MIR548Q	0	-1	0	1	1	0	1	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	0	-1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	2
RAD23B	0	-1	1	1	1	0	1	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	0	-1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	2
KLF4	0	-1	1	1	1	0	1	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	0	-1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	2
ACTL7A	0	-1	1	1	1	0	1	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	0	-1	-2	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	2
ACTL7B	0	-1	1	1	1	0	1	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	0	-1	-2	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	2
IKBKAP	0	-1	1	1	1	0	1	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	0	-1	-2	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	2
CTNNAL1	0	-1	1	1	1	0	1	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	0	-1	-2	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	2
FAM206A	0	-1	1	1	1	0	1	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	0	-1	-2	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	2
C9orf5	0	-1	1	1	1	0	1	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	0	-1	-2	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	2
MIR32	0	-1	1	1	1	0	1	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	0	-1	-2	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	2
hsa-mir-32	0	-1	1	1	1	0	1	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	0	-1	-2	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	2
C9orf4	0	-1	1	1	1	0	1	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	0	-1	-2	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	2
EPB41L4B	0	-1	1	1	1	0	1	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	0	-1	-2	-1	0	0	-1	-1	0	0	1	-1	-1	-1	0	0	2
PTPN3	0	-1	1	1	1	0	1	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	0	-1	-2	-1	0	0	-1	-1	0	0	1	-1	-1	-1	0	0	2
PALM2	0	-1	1	1	1	0	1	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	0	-1	-2	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	2
PALM2-AKAP2	0	-1	1	1	1	0	1	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	0	-1	-2	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	2
AKAP2	0	-1	1	1	1	0	1	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	0	-1	-2	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	2
C9orf152	0	-1	1	1	1	0	1	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	0	-1	-2	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	2
TXN	0	-1	1	1	1	0	1	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	0	-1	-2	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	2
TXNDC8	0	-1	1	1	1	0	1	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	0	-1	0	1	-1	-1	-2	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	2
SVEP1	0	-1	1	1	1	0	1	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	0	-1	0	1	-1	-1	-1	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	2
MUSK	0	-1	1	1	1	0	1	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	0	-1	0	1	-1	-1	0	-1	0	0	2	-1	0	0	-1	-1	-1	-1	0	0	2
LPAR1	0	-1	1	1	1	0	1	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	0	-1	0	1	-1	-1	0	-1	0	0	2	-1	0	0	-1	-1	-1	-1	0	0	2
KIAA0368	0	-1	1	1	1	0	1	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	0	-1	0	1	-1	-1	0	-1	0	0	2	-1	0	0	-1	-1	-1	-1	0	0	2
OR2K2	0	-1	1	1	1	0	1	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	0	-1	0	1	-1	-1	0	-1	0	0	2	-1	0	0	-1	-1	-1	-1	0	0	2
ZNF483	0	-1	1	1	1	0	1	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	0	-1	0	1	-1	-1	0	-1	0	0	2	-1	0	0	-1	-1	-1	-1	0	0	2
PTGR1	0	-1	1	1	1	0	1	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	0	-1	0	1	-1	-1	0	-1	0	0	2	-1	0	0	-1	-1	-1	-1	0	0	2
C9orf29	0	-1	1	1	1	0	1	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	0	-1	0	1	-1	-1	0	-1	0	0	2	-1	0	0	-1	-1	-1	-1	0	0	2
DNAJC25	0	-1	1	1	1	0	1	0	0	1	0	-1	0	-1	-1	2	0	1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	0	-1	0	1	-1	-1	0	-1	0	0	2	-1	0	0	-1	-1	-1	-1	0	0	2
DNAJC25-GNG10	0	-1	1	1	1	0	1	0	0	1	0	-1	0	-1	-1	2	0	1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	0	-1	0	1	-1	-1	0	-1	0	0	2	-1	0	0	-1	-1	-1	-1	0	0	2
GNG10	0	-1	1	1	1	0	1	0	0	1	0	-1	0	-1	-1	2	0	1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	0	-1	0	1	-1	-1	0	-1	0	0	2	-1	0	0	-1	-1	-1	-1	0	0	2
C9orf84	0	-1	1	1	1	0	1	0	0	1	0	-1	0	-1	-1	2	0	1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	0	-1	0	1	-1	-1	0	-1	0	0	2	-1	0	0	-1	-1	-1	-1	0	0	2
UGCG	0	-1	1	1	1	0	1	0	0	1	0	-1	0	-1	-1	2	0	1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	0	-1	0	1	-1	-1	0	-1	0	0	2	-1	0	0	-1	-1	-1	-1	0	0	2
MIR4668	0	-1	1	1	1	0	1	0	0	1	0	-1	0	-1	-1	2	0	1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	0	-1	0	1	-1	-1	0	-1	0	0	2	-1	0	0	-1	-1	-1	-1	0	0	2
MIR3134	0	-1	1	1	1	0	1	0	0	1	0	-1	0	-1	-1	2	0	1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	0	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	2
SUSD1	0	-1	1	1	1	0	1	0	0	1	0	-1	0	-1	-1	2	0	1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	0	-1	0	1	-1	-1	0	-1	0	0	-2	-1	0	0	-1	-1	-1	-1	0	0	2
PTBP3	0	-1	1	1	1	0	1	0	0	1	0	-1	0	-1	-1	2	0	1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	0	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	2
HSDL2	0	-1	1	1	1	0	1	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	0	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	2
KIAA1958	0	-1	1	1	1	0	1	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	0	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	2
C9orf80	0	-1	1	1	1	0	1	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	0	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	2
SNX30	0	-1	1	1	1	0	1	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	0	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	2
SLC46A2	0	-1	1	1	1	0	1	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	0	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	2
ZNF883	0	-1	1	1	1	0	1	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	0	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	2
ZFP37	0	-1	1	1	1	0	1	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	2
LINC00256B	0	-1	1	1	1	0	1	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	2
LINC00256A	0	-1	1	1	1	0	1	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	2
SLC31A2	0	-1	1	1	1	0	1	0	0	1	0	-1	0	1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	2
FKBP15	0	-1	1	1	1	0	1	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	2
SLC31A1	0	-1	1	1	1	0	1	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	2
CDC26	0	-1	1	1	1	0	1	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	2
PRPF4	0	-1	1	1	1	0	1	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	2
RNF183	0	-1	1	1	1	0	1	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	2
WDR31	0	-1	1	1	1	0	1	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	2
BSPRY	0	-1	1	1	1	0	1	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	1	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	2
ALAD	0	-1	1	1	1	0	1	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	1	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	2
C9orf43	0	-1	1	1	1	0	1	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	1	-1	-1	-1	1	1	-1	-1	1	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	2
HDHD3	0	-1	1	1	1	0	1	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	1	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	2
POLE3	0	-1	1	1	1	0	1	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	1	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	2
RGS3	0	-1	1	1	1	0	1	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	1	-1	-1	-1	1	1	-1	-1	1	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	2
ZNF618	0	-1	1	1	1	0	1	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	2
AMBP	0	-1	1	1	1	0	1	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	2
KIF12	0	-1	1	1	1	0	1	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	2
COL27A1	0	-1	1	1	1	0	1	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	2
MIR455	0	-1	1	1	1	0	1	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	2
hsa-mir-455	0	-1	1	1	1	0	1	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	2
ORM1	0	-1	1	1	1	0	1	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	2
ORM2	0	-1	1	1	1	0	1	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	2
AKNA	0	-1	1	1	1	0	1	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	2
DFNB31	0	-1	1	1	1	0	1	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	2
ATP6V1G1	0	-1	1	1	1	0	1	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	2
C9orf91	0	-1	1	1	1	0	1	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	2
LOC100505478	0	-1	1	1	1	0	1	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	2
TNFSF15	0	-1	1	1	1	0	1	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	2
TNFSF8	0	-1	1	1	1	0	1	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	2
TNC	0	-1	1	1	1	0	1	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	2
DEC1	0	-1	1	1	1	0	1	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	1	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	2
LINC00474	0	-1	1	1	1	0	1	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	1	1	-1	-1	-1	-1	0	0	2
PAPPA	0	-1	1	1	1	0	1	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	1	1	-1	-1	-1	-1	0	0	2
ASTN2	0	-1	1	1	1	0	1	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	2
LOC100128505	0	-1	1	1	1	0	1	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	2
TRIM32	0	-1	1	1	1	0	1	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	2
SNORA70C	0	-1	1	1	1	0	1	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	2
TLR4	0	-1	1	1	1	0	1	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	2	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	2
DBC1	0	-1	1	1	1	0	1	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	2
MIR147A	0	-1	1	1	1	0	1	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	1	0	-1	0	0	-1	-1	0	0	-1	-1	-2	-1	0	0	2
hsa-mir-147	0	-1	1	1	1	0	1	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	1	0	-1	0	0	-1	-1	0	0	-1	-1	-2	-1	0	0	2
CDK5RAP2	0	-1	1	1	1	0	1	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	2
MEGF9	0	-1	1	1	1	0	1	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	2
FBXW2	0	-1	1	1	1	0	1	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	2
LOC100288842	0	-1	1	1	1	0	1	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	2
PSMD5	0	-1	1	1	1	0	1	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	2
LOC253039	0	-1	1	1	1	0	1	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	2
PHF19	0	-1	1	1	1	0	1	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	2
TRAF1	0	-1	1	1	1	0	1	0	0	1	0	-1	0	0	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	2
C5	0	-1	1	1	1	0	1	0	0	1	0	-1	0	0	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	2
CNTRL	0	-1	1	1	1	0	1	0	0	1	0	-1	0	0	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	2
RAB14	0	-1	1	1	1	0	1	0	0	1	0	-1	0	0	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	2
