Alteration	A2780_OVARY	OVCAR4_OVARY	CAOV3_OVARY	TOV112D_OVARY	HS571T_OVARY	IGROV1_OVARY	OVCAR8_OVARY	TOV21G_OVARY	RMUGS_OVARY	COV362_OVARY	SKOV3_OVARY	SNU8_OVARY	OELE_OVARY	ONCODG1_OVARY	ES2_OVARY	OVKATE_OVARY	OVISE_OVARY	OVMANA_OVARY	NIHOVCAR3_OVARY	OV56_OVARY	JHOS4_OVARY	COV504_OVARY	COV318_OVARY	JHOS2_OVARY	COLO704_OVARY	MCAS_OVARY	FUOV1_OVARY	OVTOKO_OVARY	OV90_OVARY	HEYA8_OVARY	TYKNU_OVARY	EFO21_OVARY	RMGI_OVARY	EFO27_OVARY	OVSAHO_OVARY	KURAMOCHI_OVARY	CAOV4_OVARY	OAW42_OVARY	OV7_OVARY	COV434_OVARY	59M_OVARY	COV644_OVARY	OC316_OVARY	OC314_OVARY	JHOC5_OVARY	JHOM1_OVARY	SNU119_OVARY	SNU840_OVARY	OVK18_OVARY	JHOM2B_OVARY	OAW28_OVARY
MIRLET7F1	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	2	-1	2	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	0	-1
hsa-let-7a-1	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	2	-1	2	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	0	-1
hsa-let-7d	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	2	-1	2	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	0	-1
hsa-let-7f-1	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	2	-1	2	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	0	-1
ZNF169	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	2	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	0	-1
FAM22F	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	2	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	0	-1
LOC100132077	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	2	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	0	-1
HIATL1	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	2	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	0	-1
FBP1	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	2	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	0	-1
FBP2	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	2	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	0	-1
C9orf3	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	1	0	-1
MIR2278	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	1	0	-1
hsa-mir-2278	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	1	0	-1
MIR23B	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	0	-1
MIR24-1	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	0	-1
MIR27B	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	0	-1
MIR3074	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	0	-1
hsa-mir-23b	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	0	-1
hsa-mir-24-1	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	0	-1
hsa-mir-27b	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	0	-1
hsa-mir-3074	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	0	-1
FANCC	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	0	-1
PTCH1	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	0	1
LOC100507346	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	0	1
LINC00476	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	0	1
C9orf102	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	0	1
LINC00092	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	0	1
LOC158435	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	0	1
LOC158434	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	0	1
HSD17B3	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	0	1
SLC35D2	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	0	1
ZNF367	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	0	1
HABP4	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	0	1
CDC14B	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	0	1
C9orf21	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	0	1
LOC441455	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	0	1
ZNF510	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	0	1
ZNF782	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	0	1
LOC100132781	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	0	1
LOC441454	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	0	1
FAM22G	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	0	1
HIATL2	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	0	1
CTSL2	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	0	1
LOC340508	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	0	1
BDAG1	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	2	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	0	1
LOC100499484	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	2	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	0	1
C9orf174	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	2	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	0	1
hsa-mir-1302-8	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	2	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	0	1
LOC286359	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	2	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	0	1
TDRD7	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	2	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	0	1
TMOD1	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	2	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	0	1
TSTD2	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	2	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	0	1
NCBP1	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	2	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	0	1
XPA	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	2	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	0	1
FOXE1	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	1
C9orf156	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	1
HEMGN	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	1
ANP32B	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	1
NANS	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	1
TRIM14	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	1
CORO2A	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	1
TBC1D2	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	1
GABBR2	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	1
ANKS6	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	1
GALNT12	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	1
COL15A1	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	1
TGFBR1	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	1
ALG2	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	1
SEC61B	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	1
NR4A3	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	1
LOC441461	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	1
STX17	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	1
ERP44	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	1
INVS	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	1
TEX10	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	1
C9orf30	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	1
C9orf30-TMEFF1	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	1
TMEFF1	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	1
MURC	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	1
LPPR1	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	1
BAAT	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	1
ALDOB	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	1
MRPL50	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	1
ZNF189	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	1
C9orf125	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	1
RNF20	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	1
GRIN3A	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	1
PPP3R2	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	1
CYLC2	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	1
SMC2	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	0	-1	0	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	0	0	2
OR13F1	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	0	-1	0	-1	0	0	2	-1	0	0	-1	-1	-1	-1	0	0	2
OR13C4	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	0	-1	0	-1	0	0	2	-1	0	0	-1	-1	-1	-1	0	0	2
OR13C3	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	0	-1	0	-1	0	0	2	-1	0	0	-1	-1	-1	-1	0	0	2
OR13C8	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	0	-1	0	-1	0	0	2	-1	0	0	-1	-1	-1	-1	0	0	2
OR13C5	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-2	-1	0	1	0	-1	0	-1	0	0	2	-1	0	0	-1	-1	-1	-1	0	0	2
OR13C2	0	-1	-1	1	1	0	0	0	0	1	2	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-2	-1	0	1	0	-1	0	-1	0	0	2	-1	0	0	-1	-1	-1	-1	0	0	2
OR13C9	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	0	-1	0	-1	0	0	2	-1	0	0	-1	-1	-1	-1	0	0	2
OR13D1	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	0	-1	0	-1	0	0	2	-1	0	0	-1	-1	-1	-1	0	0	2
NIPSNAP3A	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	0	-1	0	-1	0	0	2	-1	0	0	-1	-1	-1	-1	0	0	2
NIPSNAP3B	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	0	-1	0	-1	0	0	2	-1	0	0	-1	-1	-1	-1	0	0	2
LOC286367	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	0	-1	0	-1	0	0	2	-1	0	0	-1	-1	-1	-1	0	0	2
ABCA1	0	-1	-1	1	1	0	0	0	0	1	0	-1	0	-1	-1	2	0	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	0	1	0	-1	0	-1	0	0	2	-1	0	0	-1	-1	-1	-1	0	0	2
